,exp,data,algo,error_trn,error_tst,corr_trn,corr_tst,r2_trn,r2_tst,tree_size,func_node,leaf_node,train_param,compute_time,problem
0,FNT_australian_20210729_223605,australian,HFNT_SO,0.125,0.1223,,,,,47,,,,,class
1,FNT_australian_20210729_223627,australian,HFNT_SO,0.375,0.35252,,,,,5,,,,,class
2,FNT_australian_20210729_223651,australian,HFNT_SO,0.25543,0.28058,,,,,6,,,,,class
3,FNT_australian_20210729_223714,australian,HFNT_SO,0.24275,0.28777,,,,,6,,,,,class
4,FNT_australian_20210729_223751,australian,HFNT_SO,0.14312,0.13669,,,,,6,,,,,class
5,FNT_australian_20210729_223914,australian,HFNT_SO,0.23188,0.21583,,,,,36,,,,,class
6,FNT_australian_20210729_224054,australian,HFNT_SO,0.10145,0.13669,,,,,35,,,,,class
7,FNT_australian_20210729_224136,australian,HFNT_SO,0.11957,0.13669,,,,,11,,,,,class
8,FNT_australian_20210729_224219,australian,HFNT_SO,0.1087,0.19424,,,,,16,,,,,class
9,FNT_australian_20210729_224626,australian,HFNT_SO,0.125,0.17986,,,,,101,,,,,class
10,FNT_australian_20210729_224810,australian,HFNT_SO,0.11775,0.1295,,,,,38,,,,,class
11,FNT_australian_20210729_225001,australian,HFNT_SO,0.12138,0.17986,,,,,36,,,,,class
12,FNT_australian_20210729_225217,australian,HFNT_SO,0.125,0.10791,,,,,49,,,,,class
13,FNT_australian_20210729_225243,australian,HFNT_SO,0.23551,0.20863,,,,,6,,,,,class
14,FNT_australian_20210729_225441,australian,HFNT_SO,0.11775,0.10072,,,,,45,,,,,class
15,FNT_australian_20210729_225532,australian,HFNT_SO,0.11051,0.14388,,,,,15,,,,,class
16,FNT_australian_20210729_225719,australian,HFNT_SO,0.11413,0.14388,,,,,43,,,,,class
17,FNT_australian_20210729_225755,australian,HFNT_SO,0.12138,0.15108,,,,,12,,,,,class
18,FNT_australian_20210729_230100,australian,HFNT_SO,0.17754,0.21583,,,,,75,,,,,class
19,FNT_australian_20210729_230155,australian,HFNT_SO,0.11413,0.15827,,,,,16,,,,,class
20,FNT_australian_20210729_230248,australian,HFNT_SO,0.11957,0.13669,,,,,8,,,,,class
21,FNT_australian_20210729_230344,australian,HFNT_SO,0.12319,0.14388,,,,,17,,,,,class
22,FNT_australian_20210729_230408,australian,HFNT_SO,0.13406,0.16547,,,,,5,,,,,class
23,FNT_australian_20210729_230433,australian,HFNT_SO,0.11957,0.14388,,,,,4,,,,,class
24,FNT_australian_20210729_230457,australian,HFNT_SO,0.13406,0.13669,,,,,6,,,,,class
25,FNT_australian_20210729_230617,australian,HFNT_SO,0.125,0.10791,,,,,32,,,,,class
26,FNT_australian_20210729_230648,australian,HFNT_SO,0.22464,0.23022,,,,,9,,,,,class
27,FNT_australian_20210729_230757,australian,HFNT_SO,0.33333,0.31655,,,,,26,,,,,class
28,FNT_australian_20210729_230821,australian,HFNT_SO,0.13768,0.17266,,,,,6,,,,,class
29,FNT_australian_20210729_231122,australian,HFNT_SO,0.12138,0.1295,,,,,72,,,,,class
30,FNT_baseball_20210730_011518,baseball,HFNT_SO,0.12138,0.1295,,,0.748491257,0.69110559,28,,,,,reg
31,FNT_baseball_20210730_011541,baseball,HFNT_SO,0.12138,0.1295,,,0.705860489,0.686032961,13,,,,,reg
32,FNT_baseball_20210730_011601,baseball,HFNT_SO,0.12138,0.1295,,,0.612281877,0.527793729,6,,,,,reg
33,FNT_baseball_20210730_011843,baseball,HFNT_SO,0.12138,0.1295,,,0.710352344,0.756792094,141,,,,,reg
34,FNT_baseball_20210730_012047,baseball,HFNT_SO,0.12138,0.1295,,,0.772179253,0.703221467,100,,,,,reg
35,FNT_baseball_20210730_012125,baseball,HFNT_SO,0.12138,0.1295,,,0.680295436,0.624446976,21,,,,,reg
36,FNT_baseball_20210730_012146,baseball,HFNT_SO,0.12138,0.1295,,,0.609419727,0.6576107,12,,,,,reg
37,FNT_baseball_20210730_012223,baseball,HFNT_SO,0.12138,0.1295,,,0.666058073,0.63459786,22,,,,,reg
38,FNT_baseball_20210730_012241,baseball,HFNT_SO,0.12138,0.1295,,,0.598326585,0.581480268,6,,,,,reg
39,FNT_baseball_20210730_012255,baseball,HFNT_SO,0.12138,0.1295,,,0.596075414,0.687926442,8,,,,,reg
40,FNT_baseball_20210730_012447,baseball,HFNT_SO,0.12138,0.1295,,,0.769107204,0.616235976,90,,,,,reg
41,FNT_baseball_20210730_012459,baseball,HFNT_SO,0.12138,0.1295,,,0.647810578,0.372411341,6,,,,,reg
42,FNT_baseball_20210730_014439,baseball,HFNT_SO,0.12138,0.1295,,,0.228027023,0.211530512,979,,,,,reg
43,FNT_baseball_20210730_014528,baseball,HFNT_SO,0.12138,0.1295,,,0.693500041,0.7852813,27,,,,,reg
44,FNT_baseball_20210730_014553,baseball,HFNT_SO,0.12138,0.1295,,,0.622312371,0.650831008,16,,,,,reg
45,FNT_baseball_20210730_014611,baseball,HFNT_SO,0.12138,0.1295,,,0.419280252,0.344670748,2,,,,,reg
46,FNT_baseball_20210730_014748,baseball,HFNT_SO,0.12138,0.1295,,,0.776326508,0.544532273,78,,,,,reg
47,FNT_baseball_20210730_014839,baseball,HFNT_SO,0.12138,0.1295,,,0.592898976,0.572808339,32,,,,,reg
48,FNT_baseball_20210730_014919,baseball,HFNT_SO,0.12138,0.1295,,,0.760241627,0.570235797,32,,,,,reg
49,FNT_baseball_20210730_015107,baseball,HFNT_SO,0.12138,0.1295,,,0.761060326,0.704743427,91,,,,,reg
50,FNT_baseball_20210730_015121,baseball,HFNT_SO,0.12138,0.1295,,,0.591409397,0.567508962,2,,,,,reg
51,FNT_baseball_20210730_015154,baseball,HFNT_SO,0.12138,0.1295,,,0.379372687,0.299962001,16,,,,,reg
52,FNT_baseball_20210730_015228,baseball,HFNT_SO,0.12138,0.1295,,,0.613006771,0.640960547,21,,,,,reg
53,FNT_baseball_20210730_015253,baseball,HFNT_SO,0.12138,0.1295,,,0.598160632,0.616679411,12,,,,,reg
54,FNT_baseball_20210730_015502,baseball,HFNT_SO,0.12138,0.1295,,,0.312638346,0.318087928,126,,,,,reg
55,FNT_baseball_20210730_015517,baseball,HFNT_SO,0.12138,0.1295,,,0.591485225,0.550917374,3,,,,,reg
56,FNT_baseball_20210730_015530,baseball,HFNT_SO,0.12138,0.1295,,,0.595399973,0.544492217,3,,,,,reg
57,FNT_baseball_20210730_015537,baseball,HFNT_SO,0.12138,0.1295,,,0.447053108,0.531280283,3,,,,,reg
58,FNT_baseball_20210730_015710,baseball,HFNT_SO,0.12138,0.1295,,,0.622837452,0.61683385,81,,,,,reg
59,FNT_baseball_20210730_015758,baseball,HFNT_SO,0.12138,0.1295,,,0.776249176,0.670676424,38,,,,,reg
60,FNT_dee_20210730_003547,dee,HFNT_SO,0.12138,0.1295,,,0.872271466,0.788866364,262,,,,,reg
61,FNT_dee_20210730_003716,dee,HFNT_SO,0.12138,0.1295,,,0.839575969,0.853849794,57,,,,,reg
62,FNT_dee_20210730_003739,dee,HFNT_SO,0.12138,0.1295,,,0.79067217,0.696884279,9,,,,,reg
63,FNT_dee_20210730_003850,dee,HFNT_SO,0.12138,0.1295,,,0.701917031,0.631726101,51,,,,,reg
64,FNT_dee_20210730_003946,dee,HFNT_SO,0.12138,0.1295,,,0.831249575,0.809264486,30,,,,,reg
65,FNT_dee_20210730_004033,dee,HFNT_SO,0.12138,0.1295,,,0.845557389,0.776794306,27,,,,,reg
66,FNT_dee_20210730_004230,dee,HFNT_SO,0.12138,0.1295,,,0.845444788,0.858935889,86,,,,,reg
67,FNT_dee_20210730_004258,dee,HFNT_SO,0.12138,0.1295,,,0.835550913,0.830432612,13,,,,,reg
68,FNT_dee_20210730_004443,dee,HFNT_SO,0.12138,0.1295,,,0.850563327,0.799489725,76,,,,,reg
69,FNT_dee_20210730_004518,dee,HFNT_SO,0.12138,0.1295,,,0.845110714,0.830851958,13,,,,,reg
70,FNT_dee_20210730_004549,dee,HFNT_SO,0.12138,0.1295,,,0.813832078,0.793926121,7,,,,,reg
71,FNT_dee_20210730_004628,dee,HFNT_SO,0.12138,0.1295,,,0.832170711,0.855617373,23,,,,,reg
72,FNT_dee_20210730_005002,dee,HFNT_SO,0.12138,0.1295,,,0.855444859,0.800562533,174,,,,,reg
73,FNT_dee_20210730_005113,dee,HFNT_SO,0.12138,0.1295,,,0.87208234,0.789478775,52,,,,,reg
74,FNT_dee_20210730_005315,dee,HFNT_SO,0.12138,0.1295,,,0.855314453,0.825445772,92,,,,,reg
75,FNT_dee_20210730_005844,dee,HFNT_SO,0.12138,0.1295,,,0.8449166,0.83500627,264,,,,,reg
76,FNT_dee_20210730_005920,dee,HFNT_SO,0.12138,0.1295,,,0.837125307,0.835765944,20,,,,,reg
77,FNT_dee_20210730_005950,dee,HFNT_SO,0.12138,0.1295,,,0.800886481,0.787131276,17,,,,,reg
78,FNT_dee_20210730_010150,dee,HFNT_SO,0.12138,0.1295,,,0.861517765,0.776471816,92,,,,,reg
79,FNT_dee_20210730_010254,dee,HFNT_SO,0.12138,0.1295,,,0.852333744,0.796510711,48,,,,,reg
80,FNT_dee_20210730_010441,dee,HFNT_SO,0.12138,0.1295,,,0.857363165,0.838835072,82,,,,,reg
81,FNT_dee_20210730_010516,dee,HFNT_SO,0.12138,0.1295,,,0.815312664,0.654945673,2,,,,,reg
82,FNT_dee_20210730_010544,dee,HFNT_SO,0.12138,0.1295,,,0.549421673,0.545809702,12,,,,,reg
83,FNT_dee_20210730_010604,dee,HFNT_SO,0.12138,0.1295,,,0.829088317,0.774977,7,,,,,reg
84,FNT_dee_20210730_010713,dee,HFNT_SO,0.12138,0.1295,,,0.840015526,0.799269029,47,,,,,reg
85,FNT_dee_20210730_010805,dee,HFNT_SO,0.12138,0.1295,,,0.840619736,0.86769309,35,,,,,reg
86,FNT_dee_20210730_010944,dee,HFNT_SO,0.12138,0.1295,,,0.867229823,0.843729723,82,,,,,reg
87,FNT_dee_20210730_011053,dee,HFNT_SO,0.12138,0.1295,,,0.857440141,0.866871886,45,,,,,reg
88,FNT_dee_20210730_011155,dee,HFNT_SO,0.12138,0.1295,,,0.867706805,0.838750909,44,,,,,reg
89,FNT_dee_20210730_011443,dee,HFNT_SO,0.12138,0.1295,,,0.857717003,0.826146649,131,,,,,reg
90,FNT_diabetes_20210730_054637,diabetes,HFNT_SO,0.12138,0.1295,,,0.766760701,-0.073043764,101,,,,,reg
91,FNT_diabetes_20210730_054738,diabetes,HFNT_SO,0.12138,0.1295,,,0.601490091,0.147297186,181,,,,,reg
92,FNT_diabetes_20210730_054749,diabetes,HFNT_SO,0.12138,0.1295,,,0.776223208,0.274161759,58,,,,,reg
93,FNT_diabetes_20210730_054806,diabetes,HFNT_SO,0.12138,0.1295,,,0.645746329,-0.065161554,64,,,,,reg
94,FNT_diabetes_20210730_054841,diabetes,HFNT_SO,0.12138,0.1295,,,0.611709909,-1.847699607,197,,,,,reg
95,FNT_diabetes_20210730_054900,diabetes,HFNT_SO,0.12138,0.1295,,,0.768873532,-0.366914731,112,,,,,reg
96,FNT_diabetes_20210730_054922,diabetes,HFNT_SO,0.12138,0.1295,,,0.76581356,-2.030911342,143,,,,,reg
97,FNT_diabetes_20210730_054927,diabetes,HFNT_SO,0.12138,0.1295,,,0.240155638,-0.019608299,19,,,,,reg
98,FNT_diabetes_20210730_054938,diabetes,HFNT_SO,0.12138,0.1295,,,0.676143024,-0.336875718,54,,,,,reg
99,FNT_diabetes_20210730_054944,diabetes,HFNT_SO,0.12138,0.1295,,,0.533038244,-0.144101885,10,,,,,reg
100,FNT_diabetes_20210730_055019,diabetes,HFNT_SO,0.12138,0.1295,,,0.629426872,0.660590113,132,,,,,reg
101,FNT_diabetes_20210730_055034,diabetes,HFNT_SO,0.12138,0.1295,,,0.732914776,0.696963583,65,,,,,reg
102,FNT_diabetes_20210730_055042,diabetes,HFNT_SO,0.12138,0.1295,,,0.432783458,-0.102464301,9,,,,,reg
103,FNT_diabetes_20210730_055055,diabetes,HFNT_SO,0.12138,0.1295,,,0.567242382,0.188587211,64,,,,,reg
104,FNT_diabetes_20210730_055654,diabetes,HFNT_SO,0.12138,0.1295,,,0.440541522,0.511328684,2499,,,,,reg
105,FNT_diabetes_20210730_055931,diabetes,HFNT_SO,0.12138,0.1295,,,0.255859705,0.15471679,1034,,,,,reg
106,FNT_diabetes_20210730_055936,diabetes,HFNT_SO,0.12138,0.1295,,,0.462595161,0.305509411,17,,,,,reg
107,FNT_diabetes_20210730_055953,diabetes,HFNT_SO,0.12138,0.1295,,,0.298473738,-1.146713653,95,,,,,reg
108,FNT_diabetes_20210730_060009,diabetes,HFNT_SO,0.12138,0.1295,,,0.249765806,0.070798407,70,,,,,reg
109,FNT_diabetes_20210730_060119,diabetes,HFNT_SO,0.12138,0.1295,,,0.377442526,0.258947869,471,,,,,reg
110,FNT_diabetes_20210730_060318,diabetes,HFNT_SO,0.12138,0.1295,,,0.527211709,-0.000605285,775,,,,,reg
111,FNT_diabetes_20210730_060409,diabetes,HFNT_SO,0.12138,0.1295,,,0.489873197,0.420187992,321,,,,,reg
112,FNT_diabetes_20210730_060418,diabetes,HFNT_SO,0.12138,0.1295,,,0.335584411,-0.023267533,35,,,,,reg
113,FNT_diabetes_20210730_060433,diabetes,HFNT_SO,0.12138,0.1295,,,0.416456398,0.865819516,85,,,,,reg
114,FNT_diabetes_20210730_060452,diabetes,HFNT_SO,0.12138,0.1295,,,0.409748509,-0.178345998,75,,,,,reg
115,FNT_diabetes_20210730_060505,diabetes,HFNT_SO,0.12138,0.1295,,,0.71156166,-0.283470863,60,,,,,reg
116,FNT_diabetes_20210730_061257,diabetes,HFNT_SO,0.12138,0.1295,,,0.420213992,0.549064744,2883,,,,,reg
117,FNT_diabetes_20210730_061549,diabetes,HFNT_SO,0.12138,0.1295,,,0.28087984,-0.303606869,1185,,,,,reg
118,FNT_diabetes_20210730_061610,diabetes,HFNT_SO,0.12138,0.1295,,,0.684012091,-0.044813957,68,,,,,reg
119,FNT_diabetes_20210730_061617,diabetes,HFNT_SO,0.12138,0.1295,,,0.286691796,-0.005822883,18,,,,,reg
120,FNT_friedman_20210730_072417,friedman,HFNT_SO,0.12138,0.1295,,,0.8328264,0.795338088,30,,,,,reg
121,FNT_friedman_20210730_072524,friedman,HFNT_SO,0.12138,0.1295,,,0.73636775,0.701112715,10,,,,,reg
122,FNT_friedman_20210730_073245,friedman,HFNT_SO,0.12138,0.1295,,,0.727219031,0.707762188,108,,,,,reg
123,FNT_friedman_20210730_073351,friedman,HFNT_SO,0.12138,0.1295,,,0.702730973,0.732457709,7,,,,,reg
124,FNT_friedman_20210730_073527,friedman,HFNT_SO,0.12138,0.1295,,,0.793749346,0.818045369,14,,,,,reg
125,FNT_friedman_20210730_075704,friedman,HFNT_SO,0.12138,0.1295,,,0.76044257,0.779496228,343,,,,,reg
126,FNT_friedman_20210730_080140,friedman,HFNT_SO,0.12138,0.1295,,,0.78253238,0.770481755,58,,,,,reg
127,FNT_friedman_20210730_080407,friedman,HFNT_SO,0.12138,0.1295,,,0.843326897,0.870344986,30,,,,,reg
128,FNT_friedman_20210730_080537,friedman,HFNT_SO,0.12138,0.1295,,,0.38007638,0.423003738,2,,,,,reg
129,FNT_friedman_20210730_080644,friedman,HFNT_SO,0.12138,0.1295,,,0.720879728,0.762712428,6,,,,,reg
130,FNT_friedman_20210730_080808,friedman,HFNT_SO,0.12138,0.1295,,,0.577802896,0.575664122,19,,,,,reg
131,FNT_friedman_20210730_080929,friedman,HFNT_SO,0.12138,0.1295,,,0.77319333,0.705163292,16,,,,,reg
132,FNT_friedman_20210730_081342,friedman,HFNT_SO,0.12138,0.1295,,,0.882705895,0.88789106,57,,,,,reg
133,FNT_friedman_20210730_081504,friedman,HFNT_SO,0.12138,0.1295,,,0.735619191,0.709174285,8,,,,,reg
134,FNT_friedman_20210730_081551,friedman,HFNT_SO,0.12138,0.1295,,,0.780724794,0.769600155,7,,,,,reg
135,FNT_friedman_20210730_081922,friedman,HFNT_SO,0.12138,0.1295,,,0.701060235,0.744440189,41,,,,,reg
136,FNT_friedman_20210730_081959,friedman,HFNT_SO,0.12138,0.1295,,,0.663209191,0.629583076,3,,,,,reg
137,FNT_friedman_20210730_082523,friedman,HFNT_SO,0.12138,0.1295,,,0.609146797,0.626677189,77,,,,,reg
138,FNT_friedman_20210730_082628,friedman,HFNT_SO,0.12138,0.1295,,,0.727325702,0.733723038,7,,,,,reg
139,FNT_friedman_20210730_083431,friedman,HFNT_SO,0.12138,0.1295,,,0.81359131,0.81665861,111,,,,,reg
140,FNT_friedman_20210730_084044,friedman,HFNT_SO,0.12138,0.1295,,,0.852448742,0.826008011,92,,,,,reg
141,FNT_friedman_20210730_085102,friedman,HFNT_SO,0.12138,0.1295,,,0.445470528,0.443828639,173,,,,,reg
142,FNT_friedman_20210730_085243,friedman,HFNT_SO,0.12138,0.1295,,,0.831006424,0.846829058,15,,,,,reg
143,FNT_friedman_20210730_085554,friedman,HFNT_SO,0.12138,0.1295,,,0.793147228,0.80110967,45,,,,,reg
144,FNT_friedman_20210730_090426,friedman,HFNT_SO,0.12138,0.1295,,,0.718016003,0.672843879,104,,,,,reg
145,FNT_friedman_20210730_090557,friedman,HFNT_SO,0.12138,0.1295,,,0.693601041,0.708070588,9,,,,,reg
146,FNT_friedman_20210730_090820,friedman,HFNT_SO,0.12138,0.1295,,,0.854888154,0.813880375,28,,,,,reg
147,FNT_friedman_20210730_090919,friedman,HFNT_SO,0.12138,0.1295,,,0.74828137,0.79385809,9,,,,,reg
148,FNT_friedman_20210730_091034,friedman,HFNT_SO,0.12138,0.1295,,,0.662268892,0.643460541,5,,,,,reg
149,FNT_friedman_20210730_091208,friedman,HFNT_SO,0.12138,0.1295,,,0.765125772,0.739496253,18,,,,,reg
150,FNT_glass_20210729_231408,glass,HFNT_SO,0.34503,0.48837,,,,,189,,,,,class
151,FNT_glass_20210729_231701,glass,HFNT_SO,0.46784,0.55814,,,,,207,,,,,class
152,FNT_glass_20210729_231910,glass,HFNT_SO,0.30994,0.4186,,,,,185,,,,,class
153,FNT_glass_20210729_232400,glass,HFNT_SO,0.45029,0.55814,,,,,351,,,,,class
154,FNT_glass_20210729_232732,glass,HFNT_SO,0.53801,0.51163,,,,,246,,,,,class
155,FNT_glass_20210729_232929,glass,HFNT_SO,0.49123,0.60465,,,,,123,,,,,class
156,FNT_glass_20210729_233116,glass,HFNT_SO,0.63158,0.69767,,,,,140,,,,,class
157,FNT_glass_20210729_233519,glass,HFNT_SO,0.56725,0.37209,,,,,300,,,,,class
158,FNT_glass_20210729_233844,glass,HFNT_SO,0.52632,0.62791,,,,,271,,,,,class
159,FNT_glass_20210729_234130,glass,HFNT_SO,0.26901,0.44186,,,,,173,,,,,class
160,FNT_glass_20210729_234331,glass,HFNT_SO,0.40351,0.46512,,,,,132,,,,,class
161,FNT_glass_20210729_234630,glass,HFNT_SO,0.49708,0.51163,,,,,194,,,,,class
162,FNT_glass_20210729_235003,glass,HFNT_SO,0.27485,0.51163,,,,,252,,,,,class
163,FNT_glass_20210729_235259,glass,HFNT_SO,0.38012,0.37209,,,,,167,,,,,class
164,FNT_glass_20210729_235459,glass,HFNT_SO,0.49708,0.5814,,,,,123,,,,,class
165,FNT_glass_20210729_235605,glass,HFNT_SO,0.48538,0.51163,,,,,46,,,,,class
166,FNT_glass_20210729_235853,glass,HFNT_SO,0.34503,0.48837,,,,,201,,,,,class
167,FNT_glass_20210730_000119,glass,HFNT_SO,0.46784,0.32558,,,,,157,,,,,class
168,FNT_glass_20210730_000258,glass,HFNT_SO,0.36842,0.44186,,,,,104,,,,,class
169,FNT_glass_20210730_000503,glass,HFNT_SO,0.4386,0.46512,,,,,116,,,,,class
170,FNT_glass_20210730_000808,glass,HFNT_SO,0.4152,0.48837,,,,,221,,,,,class
171,FNT_glass_20210730_001053,glass,HFNT_SO,0.4152,0.37209,,,,,196,,,,,class
172,FNT_glass_20210730_001356,glass,HFNT_SO,0.21053,0.27907,,,,,176,,,,,class
173,FNT_glass_20210730_001627,glass,HFNT_SO,0.39766,0.39535,,,,,156,,,,,class
174,FNT_glass_20210730_001738,glass,HFNT_SO,0.36257,0.39535,,,,,51,,,,,class
175,FNT_glass_20210730_002026,glass,HFNT_SO,0.2924,0.4186,,,,,203,,,,,class
176,FNT_glass_20210730_002249,glass,HFNT_SO,0.34503,0.48837,,,,,163,,,,,class
177,FNT_glass_20210730_002440,glass,HFNT_SO,0.38012,0.30233,,,,,93,,,,,class
178,FNT_glass_20210730_002739,glass,HFNT_SO,0.37427,0.27907,,,,,229,,,,,class
179,FNT_glass_20210730_003036,glass,HFNT_SO,0.4269,0.30233,,,,,206,,,,,class
180,FNT_heart_20210729_151943,heart,HFNT_SO,0.09722,0.12963,,,,,38,,,,,class
181,FNT_heart_20210729_151954,heart,HFNT_SO,0.27778,0.35185,,,,,6,,,,,class
182,FNT_heart_20210729_152135,heart,HFNT_SO,0.17593,0.2963,,,,,104,,,,,class
183,FNT_heart_20210729_152149,heart,HFNT_SO,0.16204,0.18519,,,,,11,,,,,class
184,FNT_heart_20210729_152204,heart,HFNT_SO,0.12963,0.14815,,,,,13,,,,,class
185,FNT_heart_20210729_152238,heart,HFNT_SO,0.11111,0.2037,,,,,30,,,,,class
186,FNT_heart_20210729_152254,heart,HFNT_SO,0.11111,0.24074,,,,,8,,,,,class
187,FNT_heart_20210729_152359,heart,HFNT_SO,0.12037,0.12963,,,,,61,,,,,class
188,FNT_heart_20210729_152420,heart,HFNT_SO,0.125,0.14815,,,,,14,,,,,class
189,FNT_heart_20210729_152614,heart,HFNT_SO,0.10648,0.14815,,,,,108,,,,,class
190,FNT_heart_20210729_152738,heart,HFNT_SO,0.10648,0.24074,,,,,76,,,,,class
191,FNT_heart_20210729_152757,heart,HFNT_SO,0.12037,0.14815,,,,,11,,,,,class
192,FNT_heart_20210729_152855,heart,HFNT_SO,0.12963,0.12963,,,,,63,,,,,class
