,exp,data,algo,error_trn,error_tst,corr_trn,corr_tst,r2_trn,r2_tst,tree_size,func_node,leaf_node,train_param,compute_time,problem
192,FNT_heart_20210729_130513,heart,HFNT_MO,0.1713,0.2037,,,,,9,,,,,class
193,FNT_heart_20210729_130525,heart,HFNT_MO,0.13889,0.27778,,,,,14,,,,,class
194,FNT_heart_20210729_130540,heart,HFNT_MO,0.12037,0.2037,,,,,12,,,,,class
195,FNT_heart_20210729_130553,heart,HFNT_MO,0.15741,0.2037,,,,,11,,,,,class
196,FNT_heart_20210729_130601,heart,HFNT_MO,0.21759,0.2037,,,,,7,,,,,class
197,FNT_heart_20210729_130613,heart,HFNT_MO,0.1713,0.31481,,,,,11,,,,,class
198,FNT_heart_20210729_130630,heart,HFNT_MO,0.13426,0.14815,,,,,20,,,,,class
199,FNT_heart_20210729_130645,heart,HFNT_MO,0.125,0.12963,,,,,12,,,,,class
200,FNT_heart_20210729_130654,heart,HFNT_MO,0.22685,0.25926,,,,,8,,,,,class
201,FNT_heart_20210729_130719,heart,HFNT_MO,0.18056,0.18519,,,,,26,,,,,class
202,FNT_heart_20210729_130741,heart,HFNT_MO,0.13889,0.24074,,,,,26,,,,,class
203,FNT_heart_20210729_130745,heart,HFNT_MO,0.15278,0.14815,,,,,4,,,,,class
204,FNT_heart_20210729_130754,heart,HFNT_MO,0.1713,0.22222,,,,,8,,,,,class
205,FNT_heart_20210729_130806,heart,HFNT_MO,0.125,0.07407,,,,,11,,,,,class
206,FNT_heart_20210729_130811,heart,HFNT_MO,0.2963,0.25926,,,,,6,,,,,class
207,FNT_heart_20210729_130820,heart,HFNT_MO,0.18981,0.18519,,,,,7,,,,,class
208,FNT_heart_20210729_130825,heart,HFNT_MO,0.12963,0.24074,,,,,4,,,,,class
209,FNT_heart_20210729_130833,heart,HFNT_MO,0.23148,0.22222,,,,,8,,,,,class
210,FNT_heart_20210729_130839,heart,HFNT_MO,0.17593,0.2037,,,,,4,,,,,class
211,FNT_ionosphere_20210729_133207,ionosphere,HFNT_MO,0.10714,0.11268,,,,,2,,,,,class
212,FNT_ionosphere_20210729_133227,ionosphere,HFNT_MO,0.15,0.09859,,,,,12,,,,,class
213,FNT_ionosphere_20210729_133236,ionosphere,HFNT_MO,0.10714,0.14085,,,,,4,,,,,class
214,FNT_ionosphere_20210729_133240,ionosphere,HFNT_MO,0.11786,0.09859,,,,,2,,,,,class
215,FNT_ionosphere_20210729_133252,ionosphere,HFNT_MO,0.13571,0.1831,,,,,8,,,,,class
216,FNT_ionosphere_20210729_133303,ionosphere,HFNT_MO,0.11071,0.08451,,,,,7,,,,,class
217,FNT_ionosphere_20210729_133318,ionosphere,HFNT_MO,0.08214,0.09859,,,,,8,,,,,class
218,FNT_ionosphere_20210729_133329,ionosphere,HFNT_MO,0.09286,0.12676,,,,,6,,,,,class
219,FNT_ionosphere_20210729_133337,ionosphere,HFNT_MO,0.175,0.08451,,,,,4,,,,,class
220,FNT_ionosphere_20210729_133353,ionosphere,HFNT_MO,0.14643,0.1831,,,,,11,,,,,class
221,FNT_ionosphere_20210729_133400,ionosphere,HFNT_MO,0.10714,0.12676,,,,,4,,,,,class
222,FNT_ionosphere_20210729_133411,ionosphere,HFNT_MO,0.09643,0.15493,,,,,6,,,,,class
223,FNT_ionosphere_20210729_133433,ionosphere,HFNT_MO,0.08571,0.08451,,,,,17,,,,,class
224,FNT_ionosphere_20210729_133438,ionosphere,HFNT_MO,0.15714,0.12676,,,,,3,,,,,class
225,FNT_ionosphere_20210729_133516,ionosphere,HFNT_MO,0.13571,0.25352,,,,,31,,,,,class
226,FNT_ionosphere_20210729_133526,ionosphere,HFNT_MO,0.10357,0.09859,,,,,5,,,,,class
227,FNT_ionosphere_20210729_133533,ionosphere,HFNT_MO,0.125,0.22535,,,,,4,,,,,class
228,FNT_ionosphere_20210729_133542,ionosphere,HFNT_MO,0.11071,0.11268,,,,,8,,,,,class
229,FNT_ionosphere_20210729_133607,ionosphere,HFNT_MO,0.1,0.11268,,,,,20,,,,,class
230,FNT_ionosphere_20210729_133630,ionosphere,HFNT_MO,0.1,0.11268,,,,,17,,,,,class
231,FNT_ionosphere_20210729_133654,ionosphere,HFNT_MO,0.10714,0.22535,,,,,17,,,,,class
232,FNT_ionosphere_20210729_133659,ionosphere,HFNT_MO,0.09286,0.07042,,,,,3,,,,,class
233,FNT_ionosphere_20210729_133708,ionosphere,HFNT_MO,0.1,0.15493,,,,,4,,,,,class
234,FNT_ionosphere_20210729_133719,ionosphere,HFNT_MO,0.15357,0.14085,,,,,9,,,,,class
235,FNT_ionosphere_20210729_133725,ionosphere,HFNT_MO,0.18929,0.28169,,,,,3,,,,,class
236,FNT_ionosphere_20210729_133733,ionosphere,HFNT_MO,0.12857,0.14085,,,,,6,,,,,class
237,FNT_ionosphere_20210729_133806,ionosphere,HFNT_MO,0.10357,0.09859,,,,,23,,,,,class
238,FNT_ionosphere_20210729_133812,ionosphere,HFNT_MO,0.14643,0.08451,,,,,3,,,,,class
239,FNT_ionosphere_20210729_133820,ionosphere,HFNT_MO,0.14643,0.07042,,,,,7,,,,,class
240,FNT_ionosphere_20210729_133832,ionosphere,HFNT_MO,0.11786,0.1831,,,,,10,,,,,class
241,FNT_iris_20210729_131053,iris,HFNT_MO,0.00833,0.1,,,,,265,,,,,class
242,FNT_iris_20210729_131117,iris,HFNT_MO,0.025,0,,,,,41,,,,,class
243,FNT_iris_20210729_131147,iris,HFNT_MO,0.00833,0.13333,,,,,55,,,,,class
244,FNT_iris_20210729_131208,iris,HFNT_MO,0.025,0.1,,,,,33,,,,,class
245,FNT_iris_20210729_131228,iris,HFNT_MO,0.025,0,,,,,31,,,,,class
246,FNT_iris_20210729_131249,iris,HFNT_MO,0.03333,0.06667,,,,,34,,,,,class
247,FNT_iris_20210729_131314,iris,HFNT_MO,0.31667,0.4,,,,,45,,,,,class
248,FNT_iris_20210729_131337,iris,HFNT_MO,0.01667,0.13333,,,,,39,,,,,class
249,FNT_iris_20210729_131354,iris,HFNT_MO,0.03333,0.03333,,,,,22,,,,,class
250,FNT_iris_20210729_131414,iris,HFNT_MO,0.025,0,,,,,32,,,,,class
251,FNT_iris_20210729_131429,iris,HFNT_MO,0.325,0.36667,,,,,21,,,,,class
252,FNT_iris_20210729_131441,iris,HFNT_MO,0.00833,0.03333,,,,,18,,,,,class
253,FNT_iris_20210729_132157,iris,HFNT_MO,0.025,0.03333,,,,,937,,,,,class
254,FNT_iris_20210729_132211,iris,HFNT_MO,0.04167,0.03333,,,,,21,,,,,class
255,FNT_iris_20210729_132524,iris,HFNT_MO,0.16667,0.13333,,,,,408,,,,,class
256,FNT_iris_20210729_132553,iris,HFNT_MO,0.025,0,,,,,47,,,,,class
257,FNT_iris_20210729_132611,iris,HFNT_MO,0.14167,0.03333,,,,,26,,,,,class
258,FNT_iris_20210729_132621,iris,HFNT_MO,0.23333,0.2,,,,,14,,,,,class
259,FNT_iris_20210729_132637,iris,HFNT_MO,0.03333,0.03333,,,,,26,,,,,class
260,FNT_iris_20210729_132700,iris,HFNT_MO,0.21667,0.16667,,,,,39,,,,,class
261,FNT_iris_20210729_132724,iris,HFNT_MO,0.03333,0.03333,,,,,40,,,,,class
262,FNT_iris_20210729_132747,iris,HFNT_MO,0.00833,0.06667,,,,,37,,,,,class
263,FNT_iris_20210729_132854,iris,HFNT_MO,0.025,0,,,,,130,,,,,class
264,FNT_iris_20210729_132916,iris,HFNT_MO,0.04167,0.03333,,,,,37,,,,,class
265,FNT_iris_20210729_132937,iris,HFNT_MO,0.225,0.3,,,,,34,,,,,class
266,FNT_iris_20210729_133004,iris,HFNT_MO,0.15833,0.16667,,,,,47,,,,,class
267,FNT_iris_20210729_133027,iris,HFNT_MO,0.03333,0.06667,,,,,36,,,,,class
268,FNT_iris_20210729_133128,iris,HFNT_MO,0.04167,0,,,,,121,,,,,class
269,FNT_iris_20210729_133142,iris,HFNT_MO,0.01667,0,,,,,19,,,,,class
270,FNT_iris_20210729_133203,iris,HFNT_MO,0.15833,0.2,,,,,34,,,,,class
271,FNT_mpg6_20210730_112100,mpg6,HFNT_MO,0.15833,0.2,,,0.872811686,0.893136161,15,,,,,reg
272,FNT_mpg6_20210730_112113,mpg6,HFNT_MO,0.15833,0.2,,,0.734778308,0.722759162,8,,,,,reg
273,FNT_mpg6_20210730_112135,mpg6,HFNT_MO,0.15833,0.2,,,0.873918264,0.874290031,14,,,,,reg
274,FNT_mpg6_20210730_112156,mpg6,HFNT_MO,0.15833,0.2,,,0.851649817,0.825636784,13,,,,,reg
275,FNT_mpg6_20210730_112226,mpg6,HFNT_MO,0.15833,0.2,,,0.879897395,0.870808752,21,,,,,reg
276,FNT_mpg6_20210730_112300,mpg6,HFNT_MO,0.15833,0.2,,,0.869089225,0.832899422,26,,,,,reg
277,FNT_mpg6_20210730_112317,mpg6,HFNT_MO,0.15833,0.2,,,0.880432496,0.868769509,12,,,,,reg
278,FNT_mpg6_20210730_112337,mpg6,HFNT_MO,0.15833,0.2,,,0.86727431,0.873626288,13,,,,,reg
279,FNT_mpg6_20210730_112419,mpg6,HFNT_MO,0.15833,0.2,,,0.865721799,0.829250756,28,,,,,reg
280,FNT_mpg6_20210730_112436,mpg6,HFNT_MO,0.15833,0.2,,,0.854987994,0.831202767,11,,,,,reg
281,FNT_mpg6_20210730_112453,mpg6,HFNT_MO,0.15833,0.2,,,0.876162904,0.886346046,12,,,,,reg
282,FNT_mpg6_20210730_112531,mpg6,HFNT_MO,0.15833,0.2,,,0.867828806,0.844170602,26,,,,,reg
283,FNT_mpg6_20210730_112602,mpg6,HFNT_MO,0.15833,0.2,,,0.847704954,0.860709425,21,,,,,reg
284,FNT_mpg6_20210730_112630,mpg6,HFNT_MO,0.15833,0.2,,,0.863281622,0.807099613,19,,,,,reg
285,FNT_mpg6_20210730_112646,mpg6,HFNT_MO,0.15833,0.2,,,0.859806242,0.784913704,8,,,,,reg
286,FNT_mpg6_20210730_112703,mpg6,HFNT_MO,0.15833,0.2,,,0.83440906,0.885387645,10,,,,,reg
287,FNT_mpg6_20210730_112728,mpg6,HFNT_MO,0.15833,0.2,,,0.860639987,0.816721056,16,,,,,reg
288,FNT_mpg6_20210730_112835,mpg6,HFNT_MO,0.15833,0.2,,,0.869766019,0.896793093,50,,,,,reg
289,FNT_mpg6_20210730_112901,mpg6,HFNT_MO,0.15833,0.2,,,0.895352063,0.826029361,19,,,,,reg
290,FNT_mpg6_20210730_112921,mpg6,HFNT_MO,0.15833,0.2,,,0.849318035,0.838693372,13,,,,,reg
291,FNT_mpg6_20210730_112945,mpg6,HFNT_MO,0.15833,0.2,,,0.885490105,0.860814053,16,,,,,reg
292,FNT_mpg6_20210730_113015,mpg6,HFNT_MO,0.15833,0.2,,,0.888473234,0.883800272,18,,,,,reg
293,FNT_mpg6_20210730_113048,mpg6,HFNT_MO,0.15833,0.2,,,0.856144147,0.851579764,25,,,,,reg
294,FNT_mpg6_20210730_113104,mpg6,HFNT_MO,0.15833,0.2,,,0.832594178,0.845335202,8,,,,,reg
295,FNT_mpg6_20210730_113125,mpg6,HFNT_MO,0.15833,0.2,,,0.858212448,0.811265212,14,,,,,reg
296,FNT_mpg6_20210730_113147,mpg6,HFNT_MO,0.15833,0.2,,,0.880465379,0.879547332,13,,,,,reg
297,FNT_mpg6_20210730_113158,mpg6,HFNT_MO,0.15833,0.2,,,0.763721207,0.742885912,8,,,,,reg
298,FNT_mpg6_20210730_113217,mpg6,HFNT_MO,0.15833,0.2,,,0.759077479,0.769215141,12,,,,,reg
299,FNT_mpg6_20210730_113249,mpg6,HFNT_MO,0.15833,0.2,,,0.75437722,0.77286837,21,,,,,reg
300,FNT_mpg6_20210730_113307,mpg6,HFNT_MO,0.15833,0.2,,,0.860477631,0.86167678,11,,,,,reg
301,FNT_pima_20210729_133842,pima,HFNT_MO,0.21824,0.26623,,,,,2,,,,,class
302,FNT_pima_20210729_133912,pima,HFNT_MO,0.22476,0.18182,,,,,11,,,,,class
303,FNT_pima_20210729_133945,pima,HFNT_MO,0.22638,0.22727,,,,,10,,,,,class
304,FNT_pima_20210729_134030,pima,HFNT_MO,0.21987,0.22078,,,,,16,,,,,class
305,FNT_pima_20210729_134040,pima,HFNT_MO,0.24756,0.22727,,,,,3,,,,,class
306,FNT_pima_20210729_134118,pima,HFNT_MO,0.22476,0.24026,,,,,15,,,,,class
307,FNT_pima_20210729_134417,pima,HFNT_MO,0.21336,0.25325,,,,,73,,,,,class
308,FNT_pima_20210729_134435,pima,HFNT_MO,0.28827,0.35714,,,,,6,,,,,class
309,FNT_pima_20210729_134519,pima,HFNT_MO,0.31107,0.37662,,,,,15,,,,,class
310,FNT_pima_20210729_134543,pima,HFNT_MO,0.21987,0.22078,,,,,8,,,,,class
311,FNT_pima_20210729_134758,pima,HFNT_MO,0.2101,0.26623,,,,,58,,,,,class
312,FNT_pima_20210729_134833,pima,HFNT_MO,0.21498,0.24026,,,,,12,,,,,class
313,FNT_pima_20210729_134954,pima,HFNT_MO,0.2785,0.32468,,,,,35,,,,,class
314,FNT_pima_20210729_135111,pima,HFNT_MO,0.27362,0.35714,,,,,28,,,,,class
315,FNT_pima_20210729_135137,pima,HFNT_MO,0.29316,0.35065,,,,,10,,,,,class
316,FNT_pima_20210729_135201,pima,HFNT_MO,0.25407,0.21429,,,,,8,,,,,class
317,FNT_pima_20210729_135253,pima,HFNT_MO,0.20684,0.21429,,,,,20,,,,,class
318,FNT_pima_20210729_135314,pima,HFNT_MO,0.20358,0.24026,,,,,8,,,,,class
319,FNT_pima_20210729_135356,pima,HFNT_MO,0.23779,0.21429,,,,,18,,,,,class
320,FNT_pima_20210729_135413,pima,HFNT_MO,0.22476,0.20779,,,,,7,,,,,class
321,FNT_pima_20210729_135503,pima,HFNT_MO,0.19218,0.27922,,,,,19,,,,,class
322,FNT_pima_20210729_135519,pima,HFNT_MO,0.23941,0.29221,,,,,4,,,,,class
323,FNT_pima_20210729_135613,pima,HFNT_MO,0.21661,0.22727,,,,,20,,,,,class
324,FNT_pima_20210729_135819,pima,HFNT_MO,0.20847,0.23377,,,,,54,,,,,class
325,FNT_pima_20210729_135835,pima,HFNT_MO,0.2329,0.29221,,,,,4,,,,,class
326,FNT_pima_20210729_135849,pima,HFNT_MO,0.35505,0.32468,,,,,4,,,,,class
327,FNT_pima_20210729_135925,pima,HFNT_MO,0.30456,0.32468,,,,,14,,,,,class
328,FNT_pima_20210729_135938,pima,HFNT_MO,0.20521,0.22727,,,,,4,,,,,class
329,FNT_pima_20210729_140009,pima,HFNT_MO,0.19707,0.24675,,,,,14,,,,,class
330,FNT_pima_20210729_140031,pima,HFNT_MO,0.21336,0.26623,,,,,7,,,,,class
331,FNT_vehicle_20210729_140217,vehicle,HFNT_MO,0.41272,0.45882,,,,,31,,,,,class
332,FNT_vehicle_20210729_140417,vehicle,HFNT_MO,0.50444,0.49412,,,,,34,,,,,class
333,FNT_vehicle_20210729_140606,vehicle,HFNT_MO,0.56805,0.56471,,,,,29,,,,,class
334,FNT_vehicle_20210729_140746,vehicle,HFNT_MO,0.52959,0.48824,,,,,24,,,,,class
335,FNT_vehicle_20210729_140908,vehicle,HFNT_MO,0.57101,0.57059,,,,,25,,,,,class
336,FNT_vehicle_20210729_141101,vehicle,HFNT_MO,0.39201,0.39412,,,,,32,,,,,class
337,FNT_vehicle_20210729_141314,vehicle,HFNT_MO,0.43491,0.48235,,,,,34,,,,,class
338,FNT_vehicle_20210729_141437,vehicle,HFNT_MO,0.42012,0.44706,,,,,22,,,,,class
339,FNT_vehicle_20210729_141649,vehicle,HFNT_MO,0.42604,0.50588,,,,,39,,,,,class
340,FNT_vehicle_20210729_141842,vehicle,HFNT_MO,0.46598,0.46471,,,,,34,,,,,class
341,FNT_vehicle_20210729_142022,vehicle,HFNT_MO,0.41864,0.41176,,,,,27,,,,,class
342,FNT_vehicle_20210729_142129,vehicle,HFNT_MO,0.41124,0.4,,,,,16,,,,,class
343,FNT_vehicle_20210729_142357,vehicle,HFNT_MO,0.59024,0.58235,,,,,49,,,,,class
344,FNT_vehicle_20210729_142610,vehicle,HFNT_MO,0.36095,0.48235,,,,,38,,,,,class
345,FNT_vehicle_20210729_142945,vehicle,HFNT_MO,0.50888,0.54118,,,,,72,,,,,class
346,FNT_vehicle_20210729_143126,vehicle,HFNT_MO,0.39053,0.46471,,,,,27,,,,,class
347,FNT_vehicle_20210729_143328,vehicle,HFNT_MO,0.40089,0.37059,,,,,35,,,,,class
348,FNT_vehicle_20210729_143520,vehicle,HFNT_MO,0.56953,0.53529,,,,,35,,,,,class
349,FNT_vehicle_20210729_143644,vehicle,HFNT_MO,0.54438,0.5,,,,,20,,,,,class
350,FNT_vehicle_20210729_143839,vehicle,HFNT_MO,0.61686,0.62353,,,,,35,,,,,class
351,FNT_vehicle_20210729_144121,vehicle,HFNT_MO,0.45118,0.52353,,,,,52,,,,,class
352,FNT_vehicle_20210729_144230,vehicle,HFNT_MO,0.57988,0.64706,,,,,16,,,,,class
353,FNT_vehicle_20210729_144333,vehicle,HFNT_MO,0.41272,0.38824,,,,,16,,,,,class
354,FNT_vehicle_20210729_144501,vehicle,HFNT_MO,0.47041,0.45294,,,,,27,,,,,class
355,FNT_vehicle_20210729_144658,vehicle,HFNT_MO,0.52071,0.58235,,,,,32,,,,,class
356,FNT_vehicle_20210729_144908,vehicle,HFNT_MO,0.4142,0.47059,,,,,43,,,,,class
357,FNT_vehicle_20210729_145013,vehicle,HFNT_MO,0.50444,0.52941,,,,,16,,,,,class
358,FNT_vehicle_20210729_145215,vehicle,HFNT_MO,0.43047,0.46471,,,,,35,,,,,class
359,FNT_vehicle_20210729_145438,vehicle,HFNT_MO,0.41272,0.41176,,,,,41,,,,,class
360,FNT_vehicle_20210729_145539,vehicle,HFNT_MO,0.4926,0.51176,,,,,15,,,,,class
361,FNT_wdbc_20210729_145631,wdbc,HFNT_MO,0.02198,0.01754,,,,,24,,,,,class
362,FNT_wdbc_20210729_145645,wdbc,HFNT_MO,0.02637,0.03509,,,,,5,,,,,class
363,FNT_wdbc_20210729_145710,wdbc,HFNT_MO,0.02857,0.04386,,,,,12,,,,,class
364,FNT_wdbc_20210729_145749,wdbc,HFNT_MO,0.02418,0.03509,,,,,21,,,,,class
365,FNT_wdbc_20210729_145820,wdbc,HFNT_MO,0.02857,0.03509,,,,,14,,,,,class
366,FNT_wdbc_20210729_145903,wdbc,HFNT_MO,0.01978,0.00877,,,,,19,,,,,class
367,FNT_wdbc_20210729_145942,wdbc,HFNT_MO,0.01538,0.04386,,,,,19,,,,,class
368,FNT_wdbc_20210729_145955,wdbc,HFNT_MO,0.01538,0.0614,,,,,5,,,,,class
369,FNT_wdbc_20210729_150009,wdbc,HFNT_MO,0.03736,0.09649,,,,,7,,,,,class
370,FNT_wdbc_20210729_150031,wdbc,HFNT_MO,0.03297,0.03509,,,,,8,,,,,class
371,FNT_wdbc_20210729_150043,wdbc,HFNT_MO,0.01758,0.05263,,,,,4,,,,,class
372,FNT_wdbc_20210729_150115,wdbc,HFNT_MO,0.01538,0.02632,,,,,12,,,,,class
373,FNT_wdbc_20210729_150130,wdbc,HFNT_MO,0.01758,0.03509,,,,,5,,,,,class
374,FNT_wdbc_20210729_150208,wdbc,HFNT_MO,0.02198,0.01754,,,,,15,,,,,class
375,FNT_wdbc_20210729_150257,wdbc,HFNT_MO,0.01319,0.03509,,,,,20,,,,,class
376,FNT_wdbc_20210729_150321,wdbc,HFNT_MO,0.01099,0.01754,,,,,9,,,,,class
377,FNT_wdbc_20210729_150400,wdbc,HFNT_MO,0.01319,0.04386,,,,,17,,,,,class
378,FNT_wdbc_20210729_150427,wdbc,HFNT_MO,0.02418,0.02632,,,,,9,,,,,class
379,FNT_wdbc_20210729_150455,wdbc,HFNT_MO,0.02418,0.01754,,,,,12,,,,,class
380,FNT_wdbc_20210729_150523,wdbc,HFNT_MO,0.03956,0.01754,,,,,12,,,,,class
381,FNT_wdbc_20210729_150532,wdbc,HFNT_MO,0.03516,0.05263,,,,,4,,,,,class
382,FNT_wdbc_20210729_150552,wdbc,HFNT_MO,0.01978,0.04386,,,,,10,,,,,class
383,FNT_wdbc_20210729_150634,wdbc,HFNT_MO,0.01538,0.02632,,,,,19,,,,,class
384,FNT_wdbc_20210729_150654,wdbc,HFNT_MO,0.01758,0.03509,,,,,10,,,,,class
385,FNT_wdbc_20210729_150738,wdbc,HFNT_MO,0.01758,0.00877,,,,,21,,,,,class
386,FNT_wdbc_20210729_150750,wdbc,HFNT_MO,0.02198,0.04386,,,,,5,,,,,class
387,FNT_wdbc_20210729_150841,wdbc,HFNT_MO,0.02637,0.01754,,,,,24,,,,,class
388,FNT_wdbc_20210729_150853,wdbc,HFNT_MO,0.01758,0.08772,,,,,5,,,,,class
389,FNT_wdbc_20210729_150907,wdbc,HFNT_MO,0.04615,0.01754,,,,,5,,,,,class
390,FNT_wdbc_20210729_150919,wdbc,HFNT_MO,0.02418,0.02632,,,,,5,,,,,class
391,FNT_wine_20210729_150935,wine,HFNT_MO,0.0531,0,,,,,26,,,,,class
392,FNT_wine_20210729_150958,wine,HFNT_MO,0.0531,0.06897,,,,,41,,,,,class
393,FNT_wine_20210729_151025,wine,HFNT_MO,0.0354,0.10345,,,,,49,,,,,class
394,FNT_wine_20210729_151039,wine,HFNT_MO,0.0531,0,,,,,21,,,,,class
395,FNT_wine_20210729_151055,wine,HFNT_MO,0.0531,0.17241,,,,,25,,,,,class
396,FNT_wine_20210729_151108,wine,HFNT_MO,0.0531,0.03448,,,,,18,,,,,class
397,FNT_wine_20210729_151132,wine,HFNT_MO,0.06195,0.06897,,,,,41,,,,,class
398,FNT_wine_20210729_151149,wine,HFNT_MO,0.0354,0.03448,,,,,29,,,,,class
399,FNT_wine_20210729_151205,wine,HFNT_MO,0.0708,0.06897,,,,,25,,,,,class
400,FNT_wine_20210729_151224,wine,HFNT_MO,0.0708,0.03448,,,,,32,,,,,class
401,FNT_wine_20210729_151243,wine,HFNT_MO,0.04425,0.06897,,,,,32,,,,,class
402,FNT_wine_20210729_151258,wine,HFNT_MO,0.0354,0.03448,,,,,24,,,,,class
403,FNT_wine_20210729_151321,wine,HFNT_MO,0.02655,0.03448,,,,,33,,,,,class
404,FNT_wine_20210729_151337,wine,HFNT_MO,0.07965,0,,,,,24,,,,,class
405,FNT_wine_20210729_151353,wine,HFNT_MO,0.0531,0.06897,,,,,25,,,,,class
406,FNT_wine_20210729_151408,wine,HFNT_MO,0.0354,0.06897,,,,,26,,,,,class
407,FNT_wine_20210729_151428,wine,HFNT_MO,0.17699,0.13793,,,,,35,,,,,class
408,FNT_wine_20210729_151442,wine,HFNT_MO,0.04425,0,,,,,20,,,,,class
409,FNT_wine_20210729_151501,wine,HFNT_MO,0.0708,0.06897,,,,,29,,,,,class
410,FNT_wine_20210729_151516,wine,HFNT_MO,0.0354,0,,,,,19,,,,,class
411,FNT_wine_20210729_151531,wine,HFNT_MO,0.0531,0.17241,,,,,25,,,,,class
412,FNT_wine_20210729_151551,wine,HFNT_MO,0.0708,0.03448,,,,,32,,,,,class
413,FNT_wine_20210729_151605,wine,HFNT_MO,0.04425,0.10345,,,,,25,,,,,class
414,FNT_wine_20210729_151619,wine,HFNT_MO,0.12389,0.10345,,,,,21,,,,,class
415,FNT_wine_20210729_151627,wine,HFNT_MO,0.0531,0.10345,,,,,10,,,,,class
416,FNT_wine_20210729_151648,wine,HFNT_MO,0.0354,0.06897,,,,,42,,,,,class
417,FNT_wine_20210729_151706,wine,HFNT_MO,0.0354,0.03448,,,,,28,,,,,class
418,FNT_wine_20210729_151723,wine,HFNT_MO,0.0531,0.10345,,,,,33,,,,,class
419,FNT_wine_20210729_151746,wine,HFNT_MO,0.0354,0.06897,,,,,43,,,,,class
420,FNT_wine_20210729_151757,wine,HFNT_MO,0.0177,0.17241,,,,,15,,,,,class
